Graph,n,m,ccCount,numBCC,maxV,maxE,S_BCC
/home/resources/Graphs/connected_graphs/dolphins_connected.mtx,62,159,1,10,53,150,0.928947
/home/resources/Graphs/connected_graphs/nj2010_connected.mtx,169588,414956,1,5159,163096,406906,0.977397
/home/resources/Graphs/connected_graphs/cage_G_17_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/cage_G_36_connected.mtx,42,105,1,1,42,105,1.000000
/home/resources/Graphs/connected_graphs/cage_G_10_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_086_connected.mtx,31379,56755,1,16112,15257,40623,0.666048
/home/resources/Graphs/connected_graphs/flickr_connected.mtx,820878,6625280,1,456144,352066,6140898,0.897837
/home/resources/Graphs/connected_graphs/as-caida_G_018_connected.mtx,31379,51857,1,18806,12545,32999,0.581399
/home/resources/Graphs/connected_graphs/G2_connected.mtx,800,19176,1,1,800,19176,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_059_connected.mtx,31379,55109,1,16988,14373,38087,0.639470
/home/resources/Graphs/connected_graphs/cage_G_08_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/G44_connected.mtx,1000,9990,1,1,1000,9990,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_107_connected.mtx,31379,58349,1,15429,15931,42883,0.686785
/home/resources/Graphs/connected_graphs/as-caida_G_118_connected.mtx,31379,58722,1,15242,16121,43448,0.692212
/home/resources/Graphs/connected_graphs/G26_connected.mtx,2000,19990,1,1,2000,19990,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_015_connected.mtx,31379,50851,1,19216,12153,31617,0.566475
/home/resources/Graphs/connected_graphs/Reuters911_Day_22_connected.mtx,13332,15591,1,12169,1151,3395,0.178393
/home/resources/Graphs/connected_graphs/Reuters911_Day_50_connected.mtx,13332,15300,1,12264,1056,3007,0.160931
/home/resources/Graphs/connected_graphs/Reuters911_Day_02_connected.mtx,13332,24005,1,10356,2960,13616,0.492191
/home/resources/Graphs/connected_graphs/EPA_connected.mtx,4772,9417,1,2576,2163,6776,0.665721
/home/resources/Graphs/connected_graphs/as-caida_G_051_connected.mtx,31379,53973,1,17180,14186,36768,0.629621
/home/resources/Graphs/connected_graphs/cage_G_33_connected.mtx,76,152,1,1,76,152,1.000000
/home/resources/Graphs/connected_graphs/ri2010_connected.mtx,25181,62876,1,839,24022,61277,0.971133
/home/resources/Graphs/connected_graphs/Reuters911_Day_13_connected.mtx,13332,14607,1,12549,771,2031,0.113595
/home/resources/Graphs/connected_graphs/G43_connected.mtx,1000,9990,1,1,1000,9990,1.000000
/home/resources/Graphs/connected_graphs/ky2010_connected.mtx,161672,393890,1,5899,154021,384226,0.971585
/home/resources/Graphs/connected_graphs/G4_connected.mtx,800,19176,1,1,800,19176,1.000000
/home/resources/Graphs/connected_graphs/ga2010_connected.mtx,291086,709028,1,12001,274953,688147,0.966126
/home/resources/Graphs/connected_graphs/as-caida_connected.mtx,31379,58285,1,15099,16264,43155,0.693306
/home/resources/Graphs/connected_graphs/cit-Patents_connected.mtx,3774768,16522573,1,682581,3090253,15836408,0.944138
/home/resources/Graphs/connected_graphs/cage_G_40_connected.mtx,114,456,1,1,114,456,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_047_connected.mtx,31379,54175,1,17353,14009,36789,0.626835
/home/resources/Graphs/connected_graphs/bfly_G_08_connected.mtx,10240,20480,1,1,10240,20480,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_091_connected.mtx,31379,57430,1,15904,15461,41499,0.673275
/home/resources/Graphs/connected_graphs/as-caida_G_067_connected.mtx,31379,55271,1,16787,14576,38453,0.644598
/home/resources/Graphs/connected_graphs/as-caida_G_087_connected.mtx,31379,56714,1,16109,15257,40580,0.665831
/home/resources/Graphs/connected_graphs/hugetrace-00010_connected.mtx,12057441,18082179,1,1,12057441,18082179,1.000000
/home/resources/Graphs/connected_graphs/G67_connected.mtx,10000,20000,1,1,10000,20000,1.000000
/home/resources/Graphs/connected_graphs/hugetrace-00020_connected.mtx,16002413,23998813,1,1,16002413,23998813,1.000000
/home/resources/Graphs/connected_graphs/G56_connected.mtx,5000,12529,1,212,4789,12318,0.978941
/home/resources/Graphs/connected_graphs/delaunay_n23_connected.mtx,8388608,25165784,1,1,8388608,25165784,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_Day_04_connected.mtx,13332,17626,1,11614,1695,5954,0.279989
/home/resources/Graphs/connected_graphs/Erdos972_connected.mtx,5488,7838,1,4087,1400,3748,0.420336
/home/resources/Graphs/connected_graphs/as-caida_G_030_connected.mtx,31379,53461,1,17762,13607,35679,0.614348
/home/resources/Graphs/connected_graphs/G48_connected.mtx,3000,6000,1,1,3000,6000,1.000000
/home/resources/Graphs/connected_graphs/cage_G_13_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/delaunay_n13_connected.mtx,8192,24547,1,1,8192,24547,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_Day_40_connected.mtx,13332,15384,1,12366,962,3008,0.158231
/home/resources/Graphs/connected_graphs/as-caida_G_031_connected.mtx,31379,53593,1,17695,13677,35884,0.616642
/home/resources/Graphs/connected_graphs/G25_connected.mtx,2000,19990,1,1,2000,19990,1.000000
/home/resources/Graphs/connected_graphs/kron_g500-logn21_connected.mtx,2097152,91594090,1,791762,1305391,90802329,0.987180
/home/resources/Graphs/connected_graphs/as-caida_G_057_connected.mtx,31379,54811,1,17047,14312,37725,0.636605
/home/resources/Graphs/connected_graphs/cca_G_10_connected.mtx,49152,69632,1,1,49152,69632,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_Day_42_connected.mtx,13332,14733,1,12592,731,2119,0.116104
/home/resources/Graphs/connected_graphs/as-caida_G_064_connected.mtx,31379,55032,1,16908,14453,38089,0.640760
/home/resources/Graphs/connected_graphs/Erdos982_connected.mtx,5822,8251,1,4390,1429,3854,0.409290
/home/resources/Graphs/connected_graphs/cage_G_41_connected.mtx,118,531,1,1,118,531,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_058_connected.mtx,31379,54715,1,17020,14339,37656,0.636685
/home/resources/Graphs/connected_graphs/G13_connected.mtx,800,1600,1,1,800,1600,1.000000
/home/resources/Graphs/connected_graphs/vt2010_connected.mtx,32580,77799,1,1703,30442,75155,0.960537
/home/resources/Graphs/connected_graphs/G42_connected.mtx,2000,11779,1,1,2000,11779,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_050_connected.mtx,31379,54258,1,17362,13999,36861,0.627049
/home/resources/Graphs/connected_graphs/as-caida_G_069_connected.mtx,31379,54084,1,16952,14410,37098,0.634955
/home/resources/Graphs/connected_graphs/poli3_connected.mtx,16955,20873,1,12992,3295,6663,0.283147
/home/resources/Graphs/connected_graphs/G10_connected.mtx,800,19176,1,1,800,19176,1.000000
/home/resources/Graphs/connected_graphs/G61_connected.mtx,7000,17192,1,283,6718,16910,0.979557
/home/resources/Graphs/connected_graphs/cage_G_03_connected.mtx,24,36,1,1,24,36,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_074_connected.mtx,31379,56244,1,16536,14827,39676,0.654625
/home/resources/Graphs/connected_graphs/cage_G_42_connected.mtx,146,657,1,1,146,657,1.000000
/home/resources/Graphs/connected_graphs/cca_G_04_connected.mtx,384,512,1,1,384,512,1.000000
/home/resources/Graphs/connected_graphs/cs4_connected.mtx,22499,43858,1,1,22499,43858,1.000000
/home/resources/Graphs/connected_graphs/Erdos971_connected.mtx,472,1355,1,146,318,1191,0.848523
/home/resources/Graphs/connected_graphs/as-caida_G_099_connected.mtx,31379,57869,1,15656,15710,42187,0.680302
/home/resources/Graphs/connected_graphs/Reuters911_Day_25_connected.mtx,13332,15736,1,12082,1225,3596,0.187863
/home/resources/Graphs/connected_graphs/co2010_connected.mtx,201062,487287,1,6758,192276,476093,0.973483
/home/resources/Graphs/connected_graphs/bfly_G_01_connected.mtx,24,48,1,1,24,48,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_Day_60_connected.mtx,13332,15067,1,12323,999,2719,0.148093
/home/resources/Graphs/connected_graphs/cage_G_31_connected.mtx,19,38,1,1,19,38,1.000000
/home/resources/Graphs/connected_graphs/ccc_G_06_connected.mtx,2048,3072,1,1,2048,3072,1.000000
/home/resources/Graphs/connected_graphs/rgg_n_2_21_s0_connected.mtx,2097152,14488002,1,65,2097075,14487909,0.999992
/home/resources/Graphs/connected_graphs/cage_G_18_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/md2010_connected.mtx,145247,350189,1,7828,135128,337323,0.957604
/home/resources/Graphs/connected_graphs/cage_G_43_connected.mtx,182,910,1,1,182,910,1.000000
/home/resources/Graphs/connected_graphs/asia_osm_connected.mtx,11950757,12711603,1,3536118,6989655,7627870,0.595211
/home/resources/Graphs/connected_graphs/cage_G_22_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/NACA0015_connected.mtx,1039183,3114818,1,1,1039183,3114818,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_056_connected.mtx,31379,55086,1,16985,14374,38062,0.639331
/home/resources/Graphs/connected_graphs/dielFilterV3clx_connected.mtx,420408,16232900,1,1,420408,16232900,1.000000
/home/resources/Graphs/connected_graphs/roadNet-PA_connected.mtx,1090920,1544931,1,222175,863105,1313732,0.834908
/home/resources/Graphs/connected_graphs/as-caida_G_048_connected.mtx,31379,54519,1,17280,14080,37202,0.630152
/home/resources/Graphs/connected_graphs/G33_connected.mtx,2000,4000,1,1,2000,4000,1.000000
/home/resources/Graphs/connected_graphs/G38_connected.mtx,2000,11779,1,1,2000,11779,1.000000
/home/resources/Graphs/connected_graphs/citationCiteseer_connected.mtx,268495,1156647,1,44467,220937,1105839,0.942221
/home/resources/Graphs/connected_graphs/G45_connected.mtx,1000,9990,1,1,1000,9990,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_connected.mtx,13332,148059,1,710,12606,147316,0.992852
/home/resources/Graphs/connected_graphs/mn2010_connected.mtx,259777,613551,1,8727,249368,601182,0.976362
/home/resources/Graphs/connected_graphs/wa2010_connected.mtx,195574,473716,1,5921,187913,463874,0.976076
/home/resources/Graphs/connected_graphs/delaunay_n11_connected.mtx,2048,6127,1,1,2048,6127,1.000000
/home/resources/Graphs/connected_graphs/ccc_G_03_connected.mtx,160,240,1,1,160,240,1.000000
/home/resources/Graphs/connected_graphs/fe_sphere_connected.mtx,16386,49152,1,1,16386,49152,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_019_connected.mtx,31379,52018,1,18712,12641,33259,0.584566
/home/resources/Graphs/connected_graphs/luxembourg_osm_connected.mtx,114599,119666,1,23372,87828,92455,0.770597
/home/resources/Graphs/connected_graphs/ia2010_connected.mtx,216007,510585,1,2760,212042,505113,0.987949
/home/resources/Graphs/connected_graphs/as-caida_G_032_connected.mtx,31379,53823,1,17579,13784,36212,0.620090
/home/resources/Graphs/connected_graphs/Reuters911_Day_44_connected.mtx,13332,15111,1,12305,1020,2791,0.151582
/home/resources/Graphs/connected_graphs/as-caida_G_081_connected.mtx,31379,53467,1,18467,12897,34971,0.598924
/home/resources/Graphs/connected_graphs/Reuters911_Day_30_connected.mtx,13332,15270,1,12322,999,2923,0.156022
/home/resources/Graphs/connected_graphs/cage_G_39_connected.mtx,94,376,1,1,94,376,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_100_connected.mtx,31379,57509,1,15591,15772,41886,0.679959
/home/resources/Graphs/connected_graphs/jazz_connected.mtx,198,2742,1,6,193,2737,0.997360
/home/resources/Graphs/connected_graphs/as-caida_G_042_connected.mtx,31379,54066,1,17545,13814,36482,0.622015
/home/resources/Graphs/connected_graphs/as-caida_G_011_connected.mtx,31379,50660,1,19597,11774,31047,0.556658
/home/resources/Graphs/connected_graphs/Reuters911_Day_41_connected.mtx,13332,15077,1,12422,896,2624,0.141287
/home/resources/Graphs/connected_graphs/cage_G_12_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/cti_connected.mtx,16840,48232,1,1,16840,48232,1.000000
/home/resources/Graphs/connected_graphs/cage_G_09_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_060_connected.mtx,31379,55551,1,16893,14468,38624,0.643707
/home/resources/Graphs/connected_graphs/ne2010_connected.mtx,193352,456927,1,4142,188119,450391,0.983467
/home/resources/Graphs/connected_graphs/ca-CondMat_connected.mtx,23133,94005,1,3909,17234,84595,0.882928
/home/resources/Graphs/connected_graphs/delaunay_n17_connected.mtx,131072,393176,1,1,131072,393176,1.000000
/home/resources/Graphs/connected_graphs/ccc_G_09_connected.mtx,22528,33792,1,1,22528,33792,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_Day_28_connected.mtx,13332,15804,1,12155,1162,3615,0.186738
/home/resources/Graphs/connected_graphs/Reuters911_Day_55_connected.mtx,13332,14930,1,12401,915,2494,0.136669
/home/resources/Graphs/connected_graphs/144_connected.mtx,144649,1074393,1,1,144649,1074393,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_Day_43_connected.mtx,13332,14737,1,12470,853,2246,0.124866
/home/resources/Graphs/connected_graphs/id2010_connected.mtx,149842,364132,1,6369,142089,354778,0.969866
/home/resources/Graphs/connected_graphs/Reuters911_Day_27_connected.mtx,13332,15729,1,12263,1062,3451,0.177808
/home/resources/Graphs/connected_graphs/hugebubbles-00020_connected.mtx,21198119,31790179,1,1,21198119,31790179,1.000000
/home/resources/Graphs/connected_graphs/cage_G_30_connected.mtx,620,930,1,1,620,930,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_049_connected.mtx,31379,54439,1,17280,14081,37124,0.629765
/home/resources/Graphs/connected_graphs/cit-HepTh_connected.mtx,27770,352427,1,1828,25742,350158,0.991038
/home/resources/Graphs/connected_graphs/Reuters911_Day_35_connected.mtx,13332,15648,1,12226,1092,3393,0.176526
/home/resources/Graphs/connected_graphs/rgg_n_2_18_s0_connected.mtx,262144,1547286,1,57,262067,1547181,0.999914
/home/resources/Graphs/connected_graphs/astro-ph_connected.mtx,16706,122279,1,2933,12672,116272,0.938576
/home/resources/Graphs/connected_graphs/cage_G_01_connected.mtx,10,15,1,1,10,15,1.000000
/home/resources/Graphs/connected_graphs/G58_connected.mtx,5000,29570,1,1,5000,29570,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_002_connected.mtx,31379,48258,1,20879,10496,27371,0.510090
/home/resources/Graphs/connected_graphs/as-caida_G_103_connected.mtx,31379,58222,1,15535,15826,42652,0.684129
/home/resources/Graphs/connected_graphs/nh2010_connected.mtx,48837,117275,1,3076,45165,112899,0.956159
/home/resources/Graphs/connected_graphs/cage_G_15_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_Day_14_connected.mtx,13332,14963,1,12370,951,2569,0.140760
/home/resources/Graphs/connected_graphs/as-caida_G_033_connected.mtx,31379,53723,1,17621,13748,36082,0.618851
/home/resources/Graphs/connected_graphs/Reuters911_Day_12_connected.mtx,13332,15044,1,12370,952,2653,0.144127
/home/resources/Graphs/connected_graphs/as-caida_G_094_connected.mtx,31379,57648,1,15733,15635,41893,0.677832
/home/resources/Graphs/connected_graphs/cca_G_07_connected.mtx,4608,6400,1,1,4608,6400,1.000000
/home/resources/Graphs/connected_graphs/cage_G_25_connected.mtx,70,105,1,1,70,105,1.000000
/home/resources/Graphs/connected_graphs/Reuters911_Day_32_connected.mtx,13332,15344,1,12358,961,2955,0.156088
/home/resources/Graphs/connected_graphs/as-caida_G_080_connected.mtx,31379,56357,1,16362,15004,39969,0.658894
/home/resources/Graphs/connected_graphs/S40PI_n_connected.mtx,2182,2198,1,49,2134,2150,0.978109
/home/resources/Graphs/connected_graphs/cage_G_14_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/web-Google_connected.mtx,916428,4365511,1,218734,641997,3963502,0.888214
/home/resources/Graphs/connected_graphs/celegansneural_connected.mtx,297,2148,1,16,282,2133,0.990202
/home/resources/Graphs/connected_graphs/as-caida_G_116_connected.mtx,31379,58484,1,15180,16182,43271,0.692458
/home/resources/Graphs/connected_graphs/Reuters911_Day_51_connected.mtx,13332,15116,1,12348,979,2757,0.149045
/home/resources/Graphs/connected_graphs/as-caida_G_106_connected.mtx,31379,58346,1,15518,15838,42783,0.684834
/home/resources/Graphs/connected_graphs/as-caida_G_005_connected.mtx,31379,49232,1,20326,11045,28889,0.530048
/home/resources/Graphs/connected_graphs/delaunay_n16_connected.mtx,65536,196575,1,1,65536,196575,1.000000
/home/resources/Graphs/connected_graphs/roadNet-CA_connected.mtx,1971281,2775319,1,390078,1563362,2357969,0.834800
/home/resources/Graphs/connected_graphs/poli4_connected.mtx,33833,39347,1,27572,5336,10103,0.226986
/home/resources/Graphs/connected_graphs/Reuters911_Day_37_connected.mtx,13332,15628,1,12111,1202,3474,0.182785
/home/resources/Graphs/connected_graphs/G60_connected.mtx,7000,17192,1,283,6718,16910,0.979557
/home/resources/Graphs/connected_graphs/as-caida_G_040_connected.mtx,31379,54347,1,17442,13922,36876,0.625916
/home/resources/Graphs/connected_graphs/as-caida_G_020_connected.mtx,31379,51816,1,18710,12646,33065,0.583478
/home/resources/Graphs/connected_graphs/delaunay_n10_connected.mtx,1024,3056,1,1,1024,3056,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_053_connected.mtx,31379,54066,1,17281,14083,36756,0.627872
/home/resources/Graphs/connected_graphs/pa2010_connected.mtx,421545,1029231,1,10536,408024,1012143,0.980767
/home/resources/Graphs/connected_graphs/kron_g500-logn20_connected.mtx,1048576,44872781,1,370045,678532,44502737,0.987773
/home/resources/Graphs/connected_graphs/ca2010_connected.mtx,710145,1744689,1,15125,687149,1711725,0.978825
/home/resources/Graphs/connected_graphs/fe_rotor_connected.mtx,99617,662431,1,1,99617,662431,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_004_connected.mtx,31379,48840,1,20454,10915,28367,0.524171
/home/resources/Graphs/connected_graphs/ex9_connected.mtx,3363,48054,1,1,3363,48054,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_063_connected.mtx,31379,55598,1,16836,14527,38731,0.645197
/home/resources/Graphs/connected_graphs/Reuters911_Day_10_connected.mtx,13332,16384,1,11845,1473,4504,0.227354
/home/resources/Graphs/connected_graphs/as-caida_G_076_connected.mtx,31379,56550,1,16414,14949,40105,0.658636
/home/resources/Graphs/connected_graphs/ccc_G_10_connected.mtx,49152,73728,1,1,49152,73728,1.000000
/home/resources/Graphs/connected_graphs/p2p-Gnutella30_connected.mtx,36682,88339,1,16490,20192,71848,0.768129
/home/resources/Graphs/connected_graphs/Reuters911_Day_07_connected.mtx,13332,16410,1,11957,1363,4426,0.221334
/home/resources/Graphs/connected_graphs/Reuters911_Day_56_connected.mtx,13332,15859,1,12016,1307,3823,0.198735
/home/resources/Graphs/connected_graphs/as-caida_G_062_connected.mtx,31379,55242,1,16928,14435,38284,0.641485
/home/resources/Graphs/connected_graphs/as-caida_G_043_connected.mtx,31379,54188,1,17401,13962,36756,0.625910
/home/resources/Graphs/connected_graphs/Wordnet3_connected.mtx,82670,126628,1,47475,34963,78710,0.572695
/home/resources/Graphs/connected_graphs/G15_connected.mtx,800,4661,1,1,800,4661,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_077_connected.mtx,31379,56698,1,16306,15054,40355,0.661468
/home/resources/Graphs/connected_graphs/as-caida_G_023_connected.mtx,31379,52410,1,18087,13273,34289,0.600966
/home/resources/Graphs/connected_graphs/mo2010_connected.mtx,343565,828284,1,11448,328890,809727,0.974107
/home/resources/Graphs/connected_graphs/ccc_G_04_connected.mtx,384,576,1,1,384,576,1.000000
/home/resources/Graphs/connected_graphs/G41_connected.mtx,2000,11785,1,1,2000,11785,1.000000
/home/resources/Graphs/connected_graphs/nc2010_connected.mtx,288987,708310,1,10706,275149,690791,0.971344
/home/resources/Graphs/connected_graphs/cage_G_19_connected.mtx,58,87,1,1,58,87,1.000000
/home/resources/Graphs/connected_graphs/as-caida_G_028_connected.mtx,31379,52615,1,17857,13509,34733,0.607390
/home/resources/Graphs/connected_graphs/as-caida_G_119_connected.mtx,31379,58241,1,15158,16204,43050,0.691893
/home/resources/Graphs/connected_graphs/tn2010_connected.mtx,240116,596983,1,7105,230899,585266,0.977232
/home/resources/Graphs/connected_graphs/Ragusa16_connected.mtx,24,58,1,6,19,53,0.892857
/home/resources/Graphs/connected_graphs/as-caida_G_025_connected.mtx,31379,53102,1,17691,13674,35383,0.613739
/home/resources/Graphs/connected_graphs/as-caida_G_097_connected.mtx,31379,57429,1,15732,15631,41665,0.676717
/home/resources/Graphs/connected_graphs/webbase-1M_connected.mtx,1000005,2007735,1,808185,176390,1139095,0.489401
