Graph,n,m,ccCount,numBCC,maxV,maxE,S_BCC
/home/graphwork/Graphs/SNAP/as-735_G_347.mtx,7716,7660,3457,1813,2438,5828,0.611825
/home/graphwork/Graphs/SNAP/Oregon-2_G_2.mtx,11806,30855,826,3343,7626,27489,0.851570
/home/graphwork/Graphs/SNAP/as-735_G_202.mtx,7716,6732,4011,1604,2097,5118,0.582295
/home/graphwork/Graphs/SNAP/as-735_G_134.mtx,7716,6179,4248,1587,1881,4589,0.550912
/home/graphwork/Graphs/SNAP/as-735_G_534.mtx,7716,9375,2682,2052,2976,7308,0.664702
/home/graphwork/Graphs/SNAP/as-735_G_496.mtx,7716,9151,2845,1932,2937,7212,0.667269
/home/graphwork/Graphs/SNAP/as-735_G_662.mtx,7716,11188,1933,2192,3588,8987,0.716536
/home/graphwork/Graphs/SNAP/as-caida_G_004.mtx,31379,34335,14506,5949,10915,28367,0.676159
/home/graphwork/Graphs/SNAP/as-735_G_382.mtx,7716,8076,3328,1796,2587,6268,0.633610
/home/graphwork/Graphs/SNAP/Oregon-2_G_5.mtx,11806,31434,694,3296,7802,28110,0.857353
/home/graphwork/Graphs/SNAP/as-735_G_444.mtx,7716,8659,3091,1824,2793,6816,0.656108
/home/graphwork/Graphs/SNAP/as-735_G_048.mtx,7716,5713,4520,1507,1686,4197,0.526591
/home/graphwork/Graphs/SNAP/as-caida_G_073.mtx,31379,47777,7717,8993,14652,38750,0.725989
/home/graphwork/Graphs/SNAP/as-735_G_605.mtx,7716,10504,2263,2064,3382,8423,0.704219
/home/graphwork/Graphs/SNAP/as-735_G_111.mtx,7716,6111,4286,1587,1840,4515,0.545190
/home/graphwork/Graphs/SNAP/as-caida_G_108.mtx,31379,52762,5683,9741,15932,42974,0.744177
/home/graphwork/Graphs/SNAP/as-caida_G_114.mtx,31379,18203,23360,2780,5234,15412,0.531947
/home/graphwork/Graphs/SNAP/as-735_G_135.mtx,7716,6193,4245,1582,1884,4597,0.551089
/home/graphwork/Graphs/SNAP/as-735_G_580.mtx,7716,10163,2395,2022,3292,8124,0.696812
/home/graphwork/Graphs/SNAP/as-caida_G_107.mtx,31379,52666,5684,9746,15931,42883,0.743883
/home/graphwork/Graphs/SNAP/as-735_G_587.mtx,7716,10336,2368,2021,3321,8300,0.701740
/home/graphwork/Graphs/SNAP/as-735_G_088.mtx,7716,5893,4412,1531,1772,4357,0.537688
/home/graphwork/Graphs/SNAP/as-735_G_356.mtx,7716,7838,3416,1784,2507,6032,0.622905
/home/graphwork/Graphs/SNAP/as-735_G_172.mtx,7716,6599,4095,1613,2003,4968,0.570862
/home/graphwork/Graphs/SNAP/com-Amazon_Communities_all.mtx,334863,2271512,13654,12118,309028,2259284,0.989690
/home/graphwork/Graphs/SNAP/as-735_G_091.mtx,7716,5925,4384,1544,1787,4376,0.538638
/home/graphwork/Graphs/SNAP/as-735_G_410.mtx,7716,1233,7176,157,385,1077,0.249362
/home/graphwork/Graphs/SNAP/as-735_G_122.mtx,7716,6072,4281,1608,1825,4457,0.540735
/home/graphwork/Graphs/SNAP/Oregon-2_G_4.mtx,11806,31538,727,3308,7755,28199,0.856721
/home/graphwork/Graphs/SNAP/as-735_G_519.mtx,7716,9503,2743,1932,3039,7564,0.679852
/home/graphwork/Graphs/SNAP/as-735_G_397.mtx,7716,8175,3293,1801,2617,6361,0.637372
/home/graphwork/Graphs/SNAP/as-735_G_058.mtx,7716,5704,4494,1519,1701,4178,0.525884
/home/graphwork/Graphs/SNAP/as-735_G_121.mtx,7716,5999,4287,1655,1770,4333,0.529370
/home/graphwork/Graphs/SNAP/as-735_G_525.mtx,7716,9519,2718,1944,3050,7564,0.679450
/home/graphwork/Graphs/SNAP/com-Youtube.mtx,1134890,2987624,1,673661,452060,2295072,0.709157
/home/graphwork/Graphs/SNAP/as-caida_G_014.mtx,31379,37991,12469,6792,12109,31181,0.693650
/home/graphwork/Graphs/SNAP/as-735_G_709.mtx,7716,3131,6247,553,914,2571,0.433252
/home/graphwork/Graphs/SNAP/as-735_G_686.mtx,7716,11486,1778,2237,3695,9235,0.722269
/home/graphwork/Graphs/SNAP/loc-Brightkite.mtx,58228,214078,547,23687,33187,188577,0.843656
/home/graphwork/Graphs/SNAP/as-735_G_588.mtx,7716,10332,2356,2032,3322,8285,0.700916
/home/graphwork/Graphs/SNAP/as-735_G_044.mtx,7716,5656,4533,1515,1667,4136,0.522336
/home/graphwork/Graphs/SNAP/as-735_G_150.mtx,7716,6405,4153,1607,1950,4781,0.560850
/home/graphwork/Graphs/SNAP/soc-Epinions1.mtx,75888,405740,11,39120,36111,365253,0.863922
/home/graphwork/Graphs/SNAP/as-735_G_386.mtx,7716,8128,3310,1803,2594,6306,0.634323
/home/graphwork/Graphs/SNAP/as-735_G_241.mtx,7716,6929,3937,1597,2179,5324,0.594558
/home/graphwork/Graphs/SNAP/as-735_G_715.mtx,7716,4233,5655,814,1247,3417,0.499382
/home/graphwork/Graphs/SNAP/as-735_G_700.mtx,7716,12206,1508,2376,3826,9816,0.730142
/home/graphwork/Graphs/SNAP/as-735_G_350.mtx,7716,7758,3453,1782,2474,5960,0.619576
/home/graphwork/Graphs/SNAP/as-735_G_035.mtx,7716,5651,4545,1490,1680,4156,0.525397
/home/graphwork/Graphs/SNAP/as-735_G_364.mtx,7716,7904,3385,1784,2538,6099,0.626424
/home/graphwork/Graphs/SNAP/twitter7_favourites_count.mtx,6499,0,6499,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-735_G_216.mtx,7716,6821,3976,1619,2117,5191,0.585214
/home/graphwork/Graphs/SNAP/as-caida_G_030.mtx,31379,43425,10037,7726,13607,35679,0.718648
/home/graphwork/Graphs/SNAP/as-caida_G_043.mtx,31379,44839,9350,8052,13962,36756,0.722585
/home/graphwork/Graphs/SNAP/as-735_G_594.mtx,7716,10437,2323,2017,3365,8394,0.704897
/home/graphwork/Graphs/SNAP/as-735_G_015.mtx,7716,5261,4644,1532,1536,3718,0.491940
/home/graphwork/Graphs/SNAP/as-caida_G_101.mtx,31379,51510,6076,9575,15708,41894,0.740303
/home/graphwork/Graphs/SNAP/as-735_G_353.mtx,7716,7794,3433,1784,2491,5992,0.621138
/home/graphwork/Graphs/SNAP/as-735_G_650.mtx,7716,10901,2007,2171,3532,8716,0.710211
/home/graphwork/Graphs/SNAP/as-735_G_320.mtx,7716,7783,3536,1746,2425,6018,0.621124
/home/graphwork/Graphs/SNAP/as-735_G_108.mtx,7716,6050,4314,1579,1812,4446,0.540170
/home/graphwork/Graphs/SNAP/as-735_G_343.mtx,7716,7609,3490,1790,2427,5798,0.611450
/home/graphwork/Graphs/SNAP/as-735_G_037.mtx,7716,5641,4552,1500,1662,4134,0.522687
/home/graphwork/Graphs/SNAP/as-735_G_477.mtx,7716,8943,2941,1880,2888,7046,0.663229
/home/graphwork/Graphs/SNAP/as-735_G_263.mtx,7716,6876,3829,1677,2199,5171,0.584172
/home/graphwork/Graphs/SNAP/cit-Patents_nodename.mtx,3774768,1915984256,Graph too large
/home/graphwork/Graphs/SNAP/as-caida_G_062.mtx,31379,46864,8379,8550,14435,38284,0.727401
/home/graphwork/Graphs/SNAP/cit-HepPh_nodename.mtx,34546,1499965136,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_574.mtx,7716,10088,2440,2006,3263,8065,0.695289
/home/graphwork/Graphs/SNAP/web-Google.mtx,916428,4322051,43461,175274,641997,3963502,0.896289
/home/graphwork/Graphs/SNAP/higgs-twitter_mention.mtx,456626,140421,350721,81268,22978,55833,0.182576
/home/graphwork/Graphs/SNAP/as-735_G_358.mtx,7716,7843,3409,1795,2505,6032,0.622554
/home/graphwork/Graphs/SNAP/as-735_G_445.mtx,7716,8681,3083,1831,2796,6835,0.656591
/home/graphwork/Graphs/SNAP/as-735_G_321.mtx,7716,7785,3541,1740,2425,6024,0.621532
/home/graphwork/Graphs/SNAP/as-735_G_447.mtx,7716,8706,3069,1849,2792,6842,0.655683
/home/graphwork/Graphs/SNAP/soc-LiveJournal1.mtx,4847571,42851237,1876,1133883,3665291,41548249,0.958164
/home/graphwork/Graphs/SNAP/ca-HepPh.mtx,12008,118489,278,1868,9025,114046,0.952331
/home/graphwork/Graphs/SNAP/as-735_G_244.mtx,7716,7000,3879,1637,2195,5351,0.593894
/home/graphwork/Graphs/SNAP/as-caida_G_077.mtx,31379,49332,7367,8940,15054,40355,0.736403
/home/graphwork/Graphs/SNAP/as-735_G_635.mtx,7716,10762,2109,2123,3478,8625,0.708892
/home/graphwork/Graphs/SNAP/as-735_G_457.mtx,7716,8658,3045,1892,2774,6753,0.650368
/home/graphwork/Graphs/SNAP/as-735_G_680.mtx,7716,11429,1822,2239,3649,9176,0.719598
/home/graphwork/Graphs/SNAP/as-735_G_278.mtx,7716,7267,3730,1730,2250,5523,0.597573
/home/graphwork/Graphs/SNAP/as-735_G_018.mtx,7716,5263,4630,1553,1528,3697,0.489091
/home/graphwork/Graphs/SNAP/as-caida_G_012.mtx,31379,38265,12879,6584,11910,31666,0.697273
/home/graphwork/Graphs/SNAP/as-735_G_057.mtx,7716,5710,4493,1516,1705,4187,0.526704
/home/graphwork/Graphs/SNAP/as-735_G_632.mtx,7716,10730,2112,2133,3468,8588,0.707568
/home/graphwork/Graphs/SNAP/amazon0505.mtx,410236,2439437,1,21662,386063,2406806,0.983091
/home/graphwork/Graphs/SNAP/as-735_G_059.mtx,7716,5647,4492,1525,1693,4105,0.520936
/home/graphwork/Graphs/SNAP/as-735_G_679.mtx,7716,11425,1817,2227,3664,9180,0.720539
/home/graphwork/Graphs/SNAP/as-735_G_381.mtx,7716,8066,3326,1810,2575,6244,0.631625
/home/graphwork/Graphs/SNAP/as-735_G_354.mtx,7716,7820,3418,1796,2496,6010,0.621511
/home/graphwork/Graphs/SNAP/sx-stackoverflow_nodeid.mtx,2601977,0,2601977,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-735_G_079.mtx,7716,5778,4430,1555,1729,4216,0.527242
/home/graphwork/Graphs/SNAP/as-735_G_050.mtx,7716,5712,4510,1512,1692,4193,0.526541
/home/graphwork/Graphs/SNAP/as-735_G_329.mtx,7716,7775,3532,1735,2436,6011,0.621422
/home/graphwork/Graphs/SNAP/as-735_G_631.mtx,7716,10713,2121,2129,3463,8575,0.707330
/home/graphwork/Graphs/SNAP/as-735_G_541.mtx,7716,9705,2620,1972,3117,7713,0.683588
/home/graphwork/Graphs/SNAP/as-735_G_273.mtx,7716,6865,3751,1764,2189,5075,0.575352
/home/graphwork/Graphs/SNAP/as-caida_G_059.mtx,31379,46578,8532,8457,14373,38087,0.727081
/home/graphwork/Graphs/SNAP/as-735_G_435.mtx,7716,8554,3137,1819,2755,6722,0.652554
/home/graphwork/Graphs/SNAP/as-735_G_232.mtx,7716,6934,3921,1615,2174,5305,0.592291
/home/graphwork/Graphs/SNAP/com-DBLP_Communities_all.mtx,317080,719807,53976,146005,117002,573630,0.719683
/home/graphwork/Graphs/SNAP/as-735_G_723.mtx,7716,4263,5634,817,1267,3447,0.502463
/home/graphwork/Graphs/SNAP/soc-sign-bitcoin-otc_Time.mtx,5881,21492,4,2297,3574,19181,0.858201
/home/graphwork/Graphs/SNAP/as-735_G_008.mtx,7716,5167,4680,1532,1501,3626,0.484931
/home/graphwork/Graphs/SNAP/as-735_G_316.mtx,7716,7732,3556,1744,2400,5954,0.617256
/home/graphwork/Graphs/SNAP/as-caida_G_031.mtx,31379,43616,9978,7718,13677,35884,0.720380
/home/graphwork/Graphs/SNAP/com-Orkut_nodeid.mtx,3072441,445806912,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_005.mtx,7716,5195,4694,1505,1508,3662,0.487794
/home/graphwork/Graphs/SNAP/as-735_G_297.mtx,7716,7546,3582,1811,2313,5713,0.602376
/home/graphwork/Graphs/SNAP/soc-sign-Slashdot090221.mtx,82144,500481,5,30338,51454,469428,0.914324
/home/graphwork/Graphs/SNAP/as-735_G_402.mtx,7716,8273,3258,1795,2658,6465,0.642486
/home/graphwork/Graphs/SNAP/as-735_G_448.mtx,7716,8689,3064,1866,2781,6810,0.653583
/home/graphwork/Graphs/SNAP/as-735_G_637.mtx,7716,10765,2102,2123,3485,8628,0.709191
/home/graphwork/Graphs/SNAP/as-735_G_312.mtx,7716,7701,3574,1743,2387,5933,0.616533
/home/graphwork/Graphs/SNAP/as-735_G_488.mtx,7716,9077,2887,1895,2928,7166,0.667182
/home/graphwork/Graphs/SNAP/as-735_G_633.mtx,7716,10728,2118,2127,3468,8592,0.707939
/home/graphwork/Graphs/SNAP/as-735_G_124.mtx,7716,6065,4275,1615,1821,4435,0.538698
/home/graphwork/Graphs/SNAP/as-735_G_641.mtx,7716,6308,4454,1336,1923,4964,0.582874
/home/graphwork/Graphs/SNAP/as-735_G_722.mtx,7716,4291,5622,827,1267,3462,0.502577
/home/graphwork/Graphs/SNAP/as-735_G_406.mtx,7716,1145,7224,139,355,1007,0.236758
/home/graphwork/Graphs/SNAP/as-735_G_276.mtx,7716,7242,3738,1723,2248,5503,0.597027
/home/graphwork/Graphs/SNAP/as-735_G_452.mtx,7716,8747,3061,1830,2820,6904,0.659580
/home/graphwork/Graphs/SNAP/as-735_G_698.mtx,7716,12170,1515,2362,3836,9800,0.731096
/home/graphwork/Graphs/SNAP/as-735_G_116.mtx,7716,6113,4318,1535,1854,4557,0.549995
/home/graphwork/Graphs/SNAP/as-735_G_657.mtx,7716,11059,1966,2178,3567,8869,0.714118
/home/graphwork/Graphs/SNAP/as-735_G_523.mtx,7716,9554,2715,1936,3062,7609,0.681479
/home/graphwork/Graphs/SNAP/as-caida_G_106.mtx,31379,52546,5801,9718,15838,42783,0.743044
/home/graphwork/Graphs/SNAP/as-735_G_063.mtx,7716,5640,4480,1547,1688,4088,0.519267
/home/graphwork/Graphs/SNAP/as-caida_G_116.mtx,31379,53289,5196,9985,16182,43271,0.744609
/home/graphwork/Graphs/SNAP/as-735_G_705.mtx,7716,12202,1421,2416,3872,9771,0.728954
/home/graphwork/Graphs/SNAP/as-735_G_022.mtx,7716,5333,4613,1535,1562,3783,0.496573
/home/graphwork/Graphs/SNAP/as-735_G_030.mtx,7716,5587,4573,1495,1643,4079,0.518846
/home/graphwork/Graphs/SNAP/as-735_G_482.mtx,7716,9010,2914,1886,2909,7107,0.665333
/home/graphwork/Graphs/SNAP/as-735_G_606.mtx,7716,10529,2252,2062,3396,8452,0.705498
/home/graphwork/Graphs/SNAP/as-caida_G_079.mtx,31379,49196,7362,9072,14935,40102,0.733130
/home/graphwork/Graphs/SNAP/as-735_G_370.mtx,7716,7947,3387,1784,2537,6145,0.627997
/home/graphwork/Graphs/SNAP/as-735_G_642.mtx,7716,10852,2063,2119,3530,8723,0.712984
/home/graphwork/Graphs/SNAP/as-735_G_082.mtx,7716,5891,4412,1525,1774,4353,0.537491
/home/graphwork/Graphs/SNAP/as-caida_G_086.mtx,31379,49830,6926,9187,15257,40623,0.736445
/home/graphwork/Graphs/SNAP/as-735_G_303.mtx,7716,7571,3610,1762,2335,5789,0.608671
/home/graphwork/Graphs/SNAP/as-735_G_298.mtx,7716,7541,3571,1826,2309,5694,0.600798
/home/graphwork/Graphs/SNAP/as-735_G_667.mtx,7716,11268,1898,2214,3599,9042,0.716746
/home/graphwork/Graphs/SNAP/Oregon-1_G_6.mtx,11492,22607,550,3841,7095,18751,0.786460
/home/graphwork/Graphs/SNAP/as-735_G_456.mtx,7716,8772,3031,1849,2827,6902,0.658393
/home/graphwork/Graphs/SNAP/as-735_G_132.mtx,7716,6207,4243,1596,1874,4601,0.550224
/home/graphwork/Graphs/SNAP/as-735_G_078.mtx,7716,5790,4426,1552,1737,4233,0.528762
/home/graphwork/Graphs/SNAP/as-735_G_286.mtx,7716,7356,3697,1732,2281,5610,0.601971
/home/graphwork/Graphs/SNAP/Oregon-1_G_4.mtx,11492,22747,634,3864,6987,18867,0.784772
/home/graphwork/Graphs/SNAP/as-735_G_487.mtx,7716,9069,2889,1895,2926,7159,0.666976
/home/graphwork/Graphs/SNAP/as-735_G_499.mtx,7716,9291,2827,1930,2957,7354,0.671724
/home/graphwork/Graphs/SNAP/sx-superuser.mtx,194085,714570,3197,74995,115789,639368,0.859108
/home/graphwork/Graphs/SNAP/as-caida_G_099.mtx,31379,51755,6115,9542,15710,42187,0.741973
/home/graphwork/Graphs/SNAP/as-735_G_195.mtx,7716,6698,4035,1613,2063,5072,0.578202
/home/graphwork/Graphs/SNAP/as-735_G_268.mtx,7716,6873,3822,1681,2202,5168,0.584195
/home/graphwork/Graphs/SNAP/as-735_G_542.mtx,7716,9742,2612,1969,3128,7756,0.685294
/home/graphwork/Graphs/SNAP/as-735_G_319.mtx,7716,7767,3535,1750,2422,5998,0.620129
/home/graphwork/Graphs/SNAP/as-735_G_151.mtx,7716,6422,4149,1611,1951,4797,0.561527
/home/graphwork/Graphs/SNAP/as-735_G_169.mtx,7716,6526,4114,1605,1998,4920,0.570012
/home/graphwork/Graphs/SNAP/as-735_G_451.mtx,7716,8803,3069,1813,2828,6975,0.662586
/home/graphwork/Graphs/SNAP/as-735_G_315.mtx,7716,7710,3573,1736,2395,5949,0.617782
/home/graphwork/Graphs/SNAP/as-735_G_221.mtx,7716,6834,3962,1623,2129,5205,0.586373
/home/graphwork/Graphs/SNAP/as-735_G_359.mtx,7716,7848,3404,1796,2509,6034,0.622629
/home/graphwork/Graphs/SNAP/as-735_G_339.mtx,7716,7588,3496,1792,2420,5779,0.610606
/home/graphwork/Graphs/SNAP/wiki-topcats_Categories.mtx,1791489,4759524,1,803747,986998,3954293,0.786486
/home/graphwork/Graphs/SNAP/as-735_G_093.mtx,7716,5939,4383,1552,1780,4382,0.538124
/home/graphwork/Graphs/SNAP/as-735_G_283.mtx,7716,7300,3706,1729,2271,5549,0.599077
/home/graphwork/Graphs/SNAP/as-735_G_127.mtx,7716,6102,4267,1603,1846,4496,0.544076
/home/graphwork/Graphs/SNAP/as-735_G_672.mtx,7716,11323,1862,2206,3642,9103,0.719584
/home/graphwork/Graphs/SNAP/as-735_G_156.mtx,7716,6428,4138,1614,1957,4796,0.561394
/home/graphwork/Graphs/SNAP/as-caida_G_093.mtx,31379,49958,6570,9432,15363,40497,0.733897
/home/graphwork/Graphs/SNAP/as-735_G_223.mtx,7716,6845,3958,1619,2131,5208,0.586144
/home/graphwork/Graphs/SNAP/email-Eu-core-temporal_Dept_temporal_edges_4.mtx,48141,0,48141,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-735_G_417.mtx,7716,1264,7164,159,395,1106,0.254490
/home/graphwork/Graphs/SNAP/as-caida_G_087.mtx,31379,49826,6889,9221,15257,40580,0.735834
/home/graphwork/Graphs/SNAP/as-735_G_576.mtx,7716,10146,2411,2011,3284,8110,0.696372
/home/graphwork/Graphs/SNAP/as-caida_G_040.mtx,31379,44829,9519,7924,13922,36876,0.724357
/home/graphwork/Graphs/SNAP/as-735_G_081.mtx,7716,5839,4417,1550,1748,4284,0.531917
/home/graphwork/Graphs/SNAP/as-735_G_676.mtx,7716,11360,1841,2230,3641,9120,0.718918
/home/graphwork/Graphs/SNAP/as-735_G_478.mtx,7716,8955,2942,1879,2886,7055,0.663233
/home/graphwork/Graphs/SNAP/as-735_G_695.mtx,7716,7717,3805,1589,2319,6120,0.628898
/home/graphwork/Graphs/SNAP/as-735_G_010.mtx,7716,5206,4684,1509,1515,3677,0.489243
/home/graphwork/Graphs/SNAP/as-caida_G_080.mtx,31379,49056,7302,9061,15004,39969,0.733194
/home/graphwork/Graphs/SNAP/as-caida_G_023.mtx,31379,41762,10649,7439,13273,34289,0.712349
/home/graphwork/Graphs/SNAP/as-735_G_466.mtx,7716,8882,2976,1881,2850,6980,0.659733
/home/graphwork/Graphs/SNAP/as-735_G_603.mtx,7716,10496,2269,2068,3370,8407,0.703079
/home/graphwork/Graphs/SNAP/as-735_G_340.mtx,7716,7591,3496,1786,2424,5783,0.610970
/home/graphwork/Graphs/SNAP/as-735_G_455.mtx,7716,8759,3042,1855,2812,6887,0.657288
/home/graphwork/Graphs/SNAP/as-735_G_292.mtx,7716,7436,3659,1743,2299,5663,0.603196
/home/graphwork/Graphs/SNAP/as-735_G_235.mtx,7716,6937,3901,1649,2159,5272,0.588374
/home/graphwork/Graphs/SNAP/email-Eu-core-temporal.mtx,1005,16064,20,96,891,15969,0.990825
/home/graphwork/Graphs/SNAP/com-LiveJournal.mtx,3997962,34681189,1,840916,3120286,33706155,0.961454
/home/graphwork/Graphs/SNAP/as-caida_G_057.mtx,31379,46167,8645,8403,14312,37725,0.725566
/home/graphwork/Graphs/SNAP/as-735_G_629.mtx,7716,10686,2128,2126,3459,8551,0.706855
/home/graphwork/Graphs/SNAP/as-735_G_388.mtx,7716,8118,3312,1809,2587,6291,0.633308
/home/graphwork/Graphs/SNAP/as-735_G_224.mtx,7716,6844,3956,1623,2132,5209,0.586339
/home/graphwork/Graphs/SNAP/as-caida_G_019.mtx,31379,40485,11534,7179,12641,33259,0.704581
/home/graphwork/Graphs/SNAP/roadNet-CA.mtx,1971281,2766607,8713,381366,1563362,2357969,0.836739
/home/graphwork/Graphs/SNAP/as-735_G_210.mtx,7716,6743,4000,1629,2080,5096,0.578813
/home/graphwork/Graphs/SNAP/as-caida_G_042.mtx,31379,44588,9479,8067,13814,36482,0.719821
/home/graphwork/Graphs/SNAP/com-Orkut_Communities_top5000.mtx,3072441,1078571,2339540,492776,239894,585348,0.269733
/home/graphwork/Graphs/SNAP/as-735_G_614.mtx,7716,10570,2217,2090,3400,8460,0.704186
/home/graphwork/Graphs/SNAP/as-735_G_291.mtx,7716,7429,3665,1743,2295,5659,0.603039
/home/graphwork/Graphs/SNAP/as-735_G_718.mtx,7716,4241,5644,810,1261,3427,0.500988
/home/graphwork/Graphs/SNAP/as-735_G_645.mtx,7716,10835,2054,2138,3519,8685,0.710849
/home/graphwork/Graphs/SNAP/as-735_G_113.mtx,7716,6118,4280,1587,1847,4524,0.546061
/home/graphwork/Graphs/SNAP/as-735_G_331.mtx,7716,7744,3535,1739,2433,5982,0.620453
/home/graphwork/Graphs/SNAP/as-735_G_712.mtx,7716,3132,6241,554,920,2573,0.433906
/home/graphwork/Graphs/SNAP/as-735_G_025.mtx,7716,5258,4612,1550,1548,3693,0.490018
/home/graphwork/Graphs/SNAP/sx-superuser_C2A.mtx,194085,263973,96184,54692,43170,209200,0.639266
/home/graphwork/Graphs/SNAP/as-735_G_214.mtx,7716,6775,3990,1620,2103,5147,0.582949
/home/graphwork/Graphs/SNAP/as-735_G_696.mtx,7716,12173,1541,2349,3820,9810,0.731084
/home/graphwork/Graphs/SNAP/as-735_G_002.mtx,7716,5150,4706,1508,1499,3633,0.486512
/home/graphwork/Graphs/SNAP/as-735_G_230.mtx,7716,6898,3927,1639,2145,5246,0.587440
/home/graphwork/Graphs/SNAP/as-735_G_269.mtx,7716,6862,3835,1662,2205,5170,0.585121
/home/graphwork/Graphs/SNAP/as-735_G_505.mtx,7716,9336,2810,1937,2966,7390,0.672503
/home/graphwork/Graphs/SNAP/as-735_G_551.mtx,7716,9882,2559,1966,3184,7899,0.690757
/home/graphwork/Graphs/SNAP/as-735_G_040.mtx,7716,5668,4542,1493,1678,4166,0.525404
/home/graphwork/Graphs/SNAP/as-735_G_493.mtx,7716,9139,2863,1903,2943,7218,0.668577
/home/graphwork/Graphs/SNAP/as-735_G_011.mtx,7716,5232,4675,1511,1527,3712,0.492354
/home/graphwork/Graphs/SNAP/Oregon-2.mtx,11806,32730,346,3362,8085,29342,0.864145
